文档名,文本内容,schema,审核意见,审核结果
ybzl1,押金共人民币10000元。,押金,租赁合同通常约定承租人支付相当于1-3个月租金的押金给出租人，押金的数额建议控制在合同总金额的20%以内。
ybzl1,租赁费用及押金于本合同签订之日一次性付款。,支付周期,支付不合理，建议核实或修改。支付方式为一次性付款，对承租方风险较大，为了规避风险，双方应协商合理的支付周期。
ybzl1,送货至甲方指定地点后，甲方应在当天进行验收，并出具书面验收结果给乙方，如未按时验收视为验收合格，不在提出质量异议。,验收,验收期限过短，建议核实或修改，验收主要包括表面验收和质量验收，建议在合同中约定一定期间的验收期限以及可量化的验收标准，以避免双方产生质量纠纷后无法救济的情形。
ybzl1,"8.1乙方如未按时交付保险柜，应支付甲方违约金1万元。
8.2甲方如未按时支付租金或押金，应支付未支付租金或押金50%的违约金。",违约责任,约定违约金，违约金数额不能过高，超过实际损失30%的违约金会被法院认定为过高，建议根据实际情况合理确定违约金数额。
ybzl2,⽀付租⾦同时⼄⽅还应⽀付10000元租车押⾦,押金,租赁合同通常约定承租人支付相当于1-3个月租金的押金给出租人，押金的数额建议控制在合同总金额的20%以内。
ybzl2,如造成车辆损坏，押金全额不退，车辆修理费由乙方承担。,押金,押金退还条件对于承租人较严格，建议核实或修改。
ybzl2,除按照本协议约定租⾦标准的2倍赔偿甲⽅损失，如需诉讼解决时，⼄⽅还应承担按规定标准计算的律师代理费。,违约责任,约定违约金，违约金数额不能过高，超过实际损失30%的违约金会被法院认定为过高，建议根据实际情况合理确定违约金数额。
ybzl2,甲⼄双⽅协商⼀致，可以解除本协议。2、如车辆在出租期限内达到报废年限或报废⾥程被强制报废时，本协议解除，⼄⽅按照实际使⽤期限⽀付租⾦，双⽅互不承担违约责任。3、乙方未按照合同约定支付租金，逾期超过一个月的，甲方有权解除本合同，乙方应立即归还车辆。,承租人解除,乙方解除合同的具体权利未具体约定，建议补充乙方可以行使解除合同权利的情形。
ybzl3,租赁期限共30年，自2022年1月1日至2052年1月1日止,租赁期限,租赁期限过长，建议修改。租赁期限不得超过二十年，自续订之日起也不得超过二十年，否则超过的部分无效。
ybzl3,本合同签订的当日，乙方应向甲方一次性支付全年租金。,支付周期,支付周期过长，建议核实或修改。为了规避风险，双方应协商合理的支付周期。
ybzl3,甲方收取乙方保证金30000元，作为履行本合同的保证。,押金,押金金额约定过高，建议核实或修改。租赁合同通常约定承租人支付相当于1-3个月租金的押金给出租人，押金的数额建议控制在合同总金额的20%以内。
ybzl3,"2、乙方应自收货时起24小时内在交货地点检查验收租赁机器，同时将签收盖章后的租赁机器的验收收据交给甲方。
3、如果乙方未按前款规定的时间办理验收，甲方则视为租赁机器已在完整状态下由乙方验收完毕，并视同乙方已经将租赁机器的验收收据交付给甲方。
4、如果乙方在验收时发现租赁机器的型号、规格、数量和技术性能等有不符、不良或瑕疵等属于甲方的责任时，乙方应在交货当天，最迟不超过交货日期三天内，立即将上述情况书面通知甲方，由甲方负责处理，否则视为租赁机器符合本合同及附件的约定要求。",验收,验收时间较短，建议核实或修改。验收主要包括表面验收和质量验收，建议在合同中约定一定期间的验收期限以及可量化的验收标准，以避免双方产生质量纠纷后无法救济的情形。
ybzl4,甲乙双方一致同意，根据《中华人民共和国合同法》即相关法律规定，在协商一致的基础上，按照下列条款签订本打印机租赁合同，并共同遵照执行。,鉴于条款,"法条引用错误，《民法典》第一千二百六十条 本法自2021年1月1日起施行。
《中华人民共和国婚姻法》、《中华人民共和国继承法》、《中华人民共和国民法通则》、《中华人民共和国收养法》、《中华人民共和国担保法》、《中华人民共和国合同法》、《中华人民共和国物权法》、《中华人民共和国侵权责任法》、《中华人民共和国民法总则》同时废止。"
ybzl4,乙方采购设备为全新正品电子设备的，该设备属于一经激活或者试用后价值贬损较大的商品，故该设备属于不宜退换的商品，不适用七天无理由退换货。,交付方式,对于承租人来说，租赁风险较大，存在货物存在质量问题等情形，建议核实或修改。
ybzl4,"乙方接电话后，应于5天内派技术员前往维修。
租期内，若因机器故障而乙方在10个工作日内无法修好，乙方必须免费更换一台良好机器。",维修,根据租赁物特点，维修时间过长，建议核实或修改。
ybzl4,"1.租期内，未经乙方同意，甲方不得转租或出售设备，如导致乙方损失，甲方应按照价值赔偿（双方一致认可至合同签订之日，设备现值20000元），并支付相当于设备价值50%违约金。
2.甲方如未按时支付租金或押金，应按照未支付金额的50%支付违约金，乙方有权提权解除合同，已收取的租赁费用不予退还。",违约责任,约定违约金，违约金数额不能过高，超过实际损失30%的违约金会被法院认定为过高，建议根据实际情况合理确定违约金数额。
ybzl5,"1、乙方提供的设备如存在硬件质量问题，导致甲方无法实现合同目的，应承担租期总租金的50%的违约金。
2、甲方在租期内无故提前解除合同的，甲方应按实际租期支付租赁费，额外支付剩余租期对应租金50%作为提前终止违约金。",违约责任,约定违约金，违约金数额不能过高，超过实际损失30%的违约金会被法院认定为过高，建议根据实际情况合理确定违约金数额。
ybzl1,自2022年1月5日起至2023年1月4日止,租赁期限,,通过
ybzl1,保险柜由乙方运送至甲方指定地点,交付方式,,通过
ybzl1,,维修,租赁维修义务条款缺失或约定不明确，建议补充完整。,不通过
ybzl1,由甲方运送至乙方指定地点，送到时间：2023年1月4日（16时左右），运输费用由甲方承担，交付乙方前租赁物损毁灭失责任由甲方承担。,租赁物返还,,通过
